_id,operator_registration_number,address,unit,postal_code,property_type,ward_number,ward_name,address_for_geocode,location,latitude,longitude,coordinates
4331680,STR-2304-GVKVHV,730 Ontario St,1404,M4X,Apartment,13,Toronto Centre,"730 Ontario St, Toronto, ON, Canada","The Quebec, 730, Ontario Street, North St.James Town, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4X 1N4, Canada",43.67076785,-79.3737474,
4331681,STR-2304-HCRVHW,49 Norden Cres,,M3B,Single/Semi-detached House,16,Don Valley East,"49 Norden Cres, Toronto, ON, Canada","49, Norden Crescent, Banbury-Don Mills, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3C 2E7, Canada",43.737825616989646,-79.35322782,
4331682,STR-2304-JBKVHZ,61 Cameron St,1,M5T,Duplex/Triplex/Fourplex,10,Spadina-Fort York,"61 Cameron St, Toronto, ON, Canada","61, Cameron Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5T 2H1, Canada",43.649930857142856,-79.39787616,
4331683,STR-2304-GFPHHS,40 Gerrard St E,701,M5B,Apartment,13,Toronto Centre,"40 Gerrard St E, Toronto, ON, Canada","40, Gerrard Street East, Downtown Yonge East, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2K3, Canada",43.6598344,-79.38035646,
4331684,STR-2304-GMVHHT,124 Lappin Ave,,M6H,Single/Semi-detached House,9,Davenport,"124 Lappin Ave, Toronto, ON, Canada","124, Lappin Avenue, Wallace Emerson, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 2A0, Canada",43.66559740645161,-79.44308739,
4331685,STR-2304-HDHHHW,21 Iceboat Ter,4106,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4331686,STR-2304-HTVHHY,238 Danzig St,,M1E,Single/Semi-detached House,25,Scarborough-Rouge Park,"238 Danzig St, Toronto, ON, Canada","238, Danzig Street, West Hill, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 3E1, Canada",43.76516465182755,-79.18112435,
4331687,STR-2304-JCBHHZ,159 Argyle St,Main,M6J,Townhouse/ Row House,9,Davenport,"159 Argyle St, Toronto, ON, Canada","159, Argyle Street, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 3G4, Canada",43.64581921428572,-79.42439039,
4331688,STR-2304-GWRVHV,219 Fort York Blvd,205,M5V,Condominium,10,Spadina-Fort York,"219 Fort York Blvd, Toronto, ON, Canada","219, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A1, Canada",43.6367509,-79.4055001,
4331689,STR-2304-FJBHHP,296 Highfield Rd,,M4L,Single/Semi-detached House,14,Toronto-Danforth,"296 Highfield Rd, Toronto, ON, Canada","296, Highfield Road, Greenwood-Coxwell, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4L 1Y9, Canada",43.673380732560496,-79.32576947,
4331690,STR-2304-FRHHHQ,196 Dovercourt Rd,,M6J,Single/Semi-detached House,9,Davenport,"196 Dovercourt Rd, Toronto, ON, Canada","196, Dovercourt Road, Beaconsfield Village, Little Portugal, Toronto, Golden Horseshoe, Ontario, M6J 3A9, Canada",43.64671395714286,-79.42391488,
4331691,STR-2304-FYPHHR,270 Wellington St W,1109,M5V,Condominium,10,Spadina-Fort York,"270 Wellington St W, Toronto, ON, Canada","The Icon I, 270, Wellington Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3P5, Canada",43.6450516,-79.39129597,
4331692,STR-2304-GGVHHS,31 Salem Ave,,M6H,Single/Semi-detached House,9,Davenport,"31 Salem Ave, Toronto, ON, Canada","31, Salem Avenue, Dovercourt Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1M3, Canada",43.66191356666667,-79.43190011,
4331693,STR-2304-HFPHHW,3 Ward St,,M6H,Single/Semi-detached House,9,Davenport,"3 Ward St, Toronto, ON, Canada","3, Ward Street, Wallace Emerson, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1V7, Canada",43.6625416,-79.445915,
4331694,STR-2304-FZDVHR,235 Prescott Ave,,M6N,Single/Semi-detached House,9,Davenport,"235 Prescott Ave, Toronto, ON, Canada","235, Prescott Avenue, Weston-Pelham Park, Davenport, Toronto, Golden Horseshoe, Ontario, M6N, Canada",43.6803156,-79.4598682,
4331695,STR-2304-GXXVHV,300 Front St W,4401,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331696,STR-2304-HGDVHW,630 Rhodes Ave,,M4J,Single/Semi-detached House,14,Toronto-Danforth,"630 Rhodes Ave, Toronto, ON, Canada","630, Rhodes Avenue, Greenwood-Coxwell, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 1N4, Canada",43.68044829512195,-79.32379559,
4331697,STR-2304-HPKVHX,52 Ruthmar Cres,,M3N,Single/Semi-detached House,7,Humber River-Black Creek,"52 Ruthmar Cres, Toronto, ON, Canada","52, Ruthmar Crescent, Black Creek, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3N 2C5, Canada",43.76291755,-79.52788865,
4331698,STR-2304-GJBHHS,59 Humberside Ave,,M6P,Single/Semi-detached House,4,Parkdale-High Park,"59 Humberside Ave, Toronto, ON, Canada","59, Humberside Avenue, Junction Area, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6P, Canada",43.66249755,-79.45824413,
4331699,STR-2304-GRHHHT,5 Flatwoods Dr,,M1V,Single/Semi-detached House,23,Scarborough North,"5 Flatwoods Dr, Toronto, ON, Canada","5, Flatwoods Drive, Milliken, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1V 5K1, Canada",43.826745,-79.28451225,
4331700,STR-2304-GYPHHV,2 St Clarens Ave,,M6K,Single/Semi-detached House,9,Davenport,"2 St Clarens Ave, Toronto, ON, Canada","2, St. Clarens Avenue, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 1S9, Canada",43.6469793,-79.4373109,
4331701,STR-2304-HGVHHW,169 Gladstone Ave,2,M6J,Townhouse/ Row House,9,Davenport,"169 Gladstone Ave, Toronto, ON, Canada","169, Gladstone Avenue, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 1S8, Canada",43.64760418,-79.42885238,
4331702,STR-2304-HXHHHY,155 Yorkville Ave,1020,M5R,Condominium,11,University-Rosedale,"155 Yorkville Ave, Toronto, ON, Canada","Yorkville Plaza, 155, Yorkville Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",43.67025235,-79.39431806,
4331703,STR-2304-FKXVHP,14 York St,3402,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4331704,STR-2304-GBKVHR,103 Gladstone Ave,2,M6J,Duplex/Triplex/Fourplex,9,Davenport,"103 Gladstone Ave, Toronto, ON, Canada","103, Gladstone Avenue, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 3L2, Canada",43.64571403636364,-79.42808165,
4331705,STR-2501-HPQSBX,83 Armstrong Ave,,M6H,Single/Semi-detached House,9,Davenport,"83 Armstrong Ave, Toronto, ON, Canada","83, Armstrong Avenue, Wallace Emerson, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 3M8, Canada",43.66386468596491,-79.44084782,
4331706,STR-2304-HHKVHW,12 Foxley St,,M6J,Single/Semi-detached House,10,Spadina-Fort York,"12 Foxley St, Toronto, ON, Canada","12, Foxley Street, Trinity-Bellwoods, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 2Z7, Canada",43.64780568,-79.42090183,
4331707,STR-2304-FLPHHP,15 Bruyeres Mews,1108,M5V,Condominium,10,Spadina-Fort York,"15 Bruyeres Mews, Toronto, ON, Canada","Bruyeres Mews, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 1B3, Canada",43.63749657250636,-79.40202816,
4331708,STR-2304-FMGBHQ,14 York St,4308,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4331709,STR-2304-GKZBHT,3 Mosedale Cres,,M2J,Single/Semi-detached House,17,Don Valley North,"3 Mosedale Cres, Toronto, ON, Canada","3, Mosedale Crescent, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 3E8, Canada",43.7877577,-79.3439831,
4331710,STR-2304-HJTBHX,232 Blackthorn Ave,,M6N,Single/Semi-detached House,9,Davenport,"232 Blackthorn Ave, Toronto, ON, Canada","232, Blackthorn Avenue, Weston-Pelham Park, Davenport, Toronto, Golden Horseshoe, Ontario, M6N, Canada",43.679826001860256,-79.46105311,
4331711,STR-2304-HZGBHZ,30 Cheritan Ave,,M4R,Single/Semi-detached House,8,Eglinton-Lawrence,"30 Cheritan Ave, Toronto, ON, Canada","Cheritan Avenue, Lawrence Park South, Eglinton—Lawrence, Toronto, Golden Horseshoe, Ontario, M4R 1S7, Canada",43.72239886397291,-79.40651292,
4331712,STR-2304-GDJPHS,51 Tidworth Sq,,M1S,Single/Semi-detached House,23,Scarborough North,"51 Tidworth Sq, Toronto, ON, Canada","51, Tidworth Square, Agincourt South-Malvern West, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1S 2B1, Canada",43.78698405,-79.26441861,
4331713,STR-2304-GTWPHV,3 Arkley Cres,,M9R,Single/Semi-detached House,2,Etobicoke Centre,"3 Arkley Cres, Toronto, ON, Canada","3, Arkley Crescent, Willowridge-Martingrove-Richview, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9R 2J2, Canada",43.6885181,-79.5686412,
4331714,STR-2304-HKJPHX,408 Rosemary Rd,,M5P,Single/Semi-detached House,12,Toronto-St. Paul's,"408 Rosemary Rd, Toronto, ON, Canada","408, Rosemary Road, Forest Hill South, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M5N 1B9, Canada",43.6982315,-79.42222083,
4331715,STR-2304-FPMBHQ,14 York St,5303,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4331716,STR-2304-FWTBHR,11 Deeth Dr,,M9P,Single/Semi-detached House,2,Etobicoke Centre,"11 Deeth Dr, Toronto, ON, Canada","11, Deeth Drive, Kingsview Village-The Westway, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9P 2E8, Canada",43.6981698,-79.5382184,
4331717,STR-2304-GVMBHV,408 Brunswick Ave,Main,M5R,Single/Semi-detached House,11,University-Rosedale,"408 Brunswick Ave, Toronto, ON, Canada","408, Brunswick Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 2X3, Canada",43.66976021304348,-79.40909497,
4331718,STR-2304-HKZBHX,60 Colborne St,1107,M5E,Condominium,13,Toronto Centre,"60 Colborne St, Toronto, ON, Canada","60, Colborne Street, Downtown Yonge East, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5E 1C7, Canada",43.649204,-79.374809,
4331719,STR-2304-HTGBHY,12 York St,5104,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4331720,STR-2304-JBMBHZ,705 King St W,404,M5V,Condominium,10,Spadina-Fort York,"705 King St W, Toronto, ON, Canada","The Summit, 705, King Street West, West Queen West, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 2W8, Canada",43.6431102,-79.40383682,
4331721,STR-2304-FGWPHP,382 Spadina Rd,basement,M5P,Single/Semi-detached House,12,Toronto-St. Paul's,"382 Spadina Rd, Toronto, ON, Canada","382, Spadina Road, Forest Hill South, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M5P 2W1, Canada",43.6874551,-79.41255519,
4331722,STR-2304-FQCPHQ,101 Peter St,3108,M5V,Condominium,10,Spadina-Fort York,"101 Peter St, Toronto, ON, Canada","Carver, 101, Peter Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 2G5, Canada",43.6475125,-79.3927771,
4331723,STR-2304-JCCPHZ,30 Aurora Crt,405,M1W,Apartment,22,Scarborough-Agincourt,"30 Aurora Crt, Toronto, ON, Canada","30, Aurora Court, L'Amoreaux West, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1W 1L7, Canada",43.7949655,-79.31699126,
4331724,STR-2304-FHMBHP,14 Laxton Ave,1,M6K,Single/Semi-detached House,4,Parkdale-High Park,"14 Laxton Ave, Toronto, ON, Canada","14, Laxton Avenue, South Parkdale, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6R 1A1, Canada",43.6394527,-79.4385555,
4331725,STR-2304-FXZBHR,197 Ontario St,,M5A,Single/Semi-detached House,13,Toronto Centre,"197 Ontario St, Toronto, ON, Canada","197, Ontario Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 2A6, Canada",43.65670665909091,-79.36756032,
4331726,STR-2304-GGGBHS,15 Iceboat Ter,3702,M5V,Condominium,10,Spadina-Fort York,"15 Iceboat Ter, Toronto, ON, Canada","15, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A6, Canada",43.6405275,-79.39680994,
4331727,STR-2304-HDZBHW,19 Markham St,1,M6J,Duplex/Triplex/Fourplex,10,Spadina-Fort York,"19 Markham St, Toronto, ON, Canada","Markham Street, Palmerston-Little Italy, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 1K5, Canada",43.66423516144601,-79.41216128,
4331728,STR-2304-GGWPHS,251 Grenview Blvd S,,M8Y,Single/Semi-detached House,3,Etobicoke-Lakeshore,"251 Grenview Blvd S, Toronto, ON, Canada","251, Grenview Boulevard South, Stonegate-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 1B5, Canada",43.647499,-79.50751874,
4331729,STR-2304-GQCPHT,70 Sarah Ashbridge Ave,,M4L,Single/Semi-detached House,19,Beaches-East York,"70 Sarah Ashbridge Ave, Toronto, ON, Canada","70, Sarah Ashbridge Avenue, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4L 1G8, Canada",43.66633158461538,-79.30863236,
4331730,STR-2304-HMWPHX,232 Sterling Rd,,M6R,Single/Semi-detached House,9,Davenport,"232 Sterling Rd, Toronto, ON, Canada","232, Sterling Road, Junction Triangle, Davenport, Toronto, Golden Horseshoe, Ontario, M6P, Canada",43.65605323573927,-79.44710299,
4331731,STR-2304-HWCPHY,300 Front St W,611,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331732,STR-2304-FZGBHR,299 Arlington Ave,,M6C,Single/Semi-detached House,12,Toronto-St. Paul's,"299 Arlington Ave, Toronto, ON, Canada","297-299, Arlington Avenue, Humewood-Cedarvale, Toronto—St. Paul's, York, Toronto, Golden Horseshoe, Ontario, M6C 3N9, Canada",43.6870175,-79.43089555,
4331733,STR-2304-GQTBHT,495 Warden Ave,,M1L,Single/Semi-detached House,20,Scarborough Southwest,"495 Warden Ave, Toronto, ON, Canada","495, Warden Avenue, Oakridge, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1L 3W5, Canada",43.69608510526316,-79.27417163,
4331734,STR-2304-JDZBHZ,800 Lawrence Ave W,704,M6A,Condominium,8,Eglinton-Lawrence,"800 Lawrence Ave W, Toronto, ON, Canada","800, Lawrence Avenue West, Yorkdale-Glen Park, Eglinton—Lawrence, North York, Toronto, Golden Horseshoe, Ontario, M6A 0B7, Canada",43.71468535,-79.45312122,
4331735,STR-2304-FZWPHR,45 O'Hara Ave,BSMT,M6K,Single/Semi-detached House,4,Parkdale-High Park,"45 O'Hara Ave, Toronto, ON, Canada","45, O'Hara Avenue, Roncesvalles, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6K 1L9, Canada",43.64300995,-79.43463955,
4331736,STR-2304-GRJPHT,42 Russell St,,M5S,Single/Semi-detached House,11,University-Rosedale,"42 Russell St, Toronto, ON, Canada","40; 42, Russell Street, University, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5S 2K2, Canada",43.65955255,-79.40212195,
4331737,STR-2304-HQCPHX,99 Alhart Dr,,M9V,Single/Semi-detached House,1,Etobicoke North,"99 Alhart Dr, Toronto, ON, Canada","99, Alhart Drive, Thistletown-Beaumond Heights, Etobicoke North, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9V 1A3, Canada",43.73384119802419,-79.55581171,
4331738,STR-2304-GJTBHS,43 Delaney Cres,,M6K,Single/Semi-detached House,9,Davenport,"43 Delaney Cres, Toronto, ON, Canada","43, Delaney Crescent, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 1S9, Canada",43.64670386201181,-79.43639186,
4331739,STR-2304-GZGBHV,443 Merton St,,M4S,Duplex/Triplex/Fourplex,15,Don Valley West,"443 Merton St, Toronto, ON, Canada","443, Merton Street, Mount Pleasant East, Don Valley West, Toronto, Golden Horseshoe, Ontario, M4S 1H2, Canada",43.69873729424461,-79.38332143,
4331740,STR-2304-HQTBHX,199 Richmond St W,809,M5V,Condominium,10,Spadina-Fort York,"199 Richmond St W, Toronto, ON, Canada","Studio 2, 199, Richmond Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 1V6, Canada",43.64948745,-79.38813073,
4331741,STR-2304-HXZBHY,19 Grand Trunk Cres,505,M5J,Apartment,10,Spadina-Fort York,"19 Grand Trunk Cres, Toronto, ON, Canada","Grand Trunk Crescent, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 3A6, Canada",43.641767783147344,-79.38264326,
4331742,STR-2304-FTWPHQ,630 Evans Ave,8,M8W,Townhouse/ Row House,3,Etobicoke-Lakeshore,"630 Evans Ave, Toronto, ON, Canada","630, Evans Avenue, Alderwood, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8W 2W6, Canada",43.610222775,-79.55143309,
4331743,STR-2304-GCCPHR,511 Bellamy Rd N,,M1H,Single/Semi-detached House,24,Scarborough-Guildwood,"511 Bellamy Rd N, Toronto, ON, Canada","511, Bellamy Road North, Woburn North, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1H 1A7, Canada",43.7587248,-79.23548,
4331744,STR-2304-GKJPHS,300 Front St W,3813,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331745,STR-2304-GSQPHT,131 Frederick Tisdale Dr,,M3K,Townhouse/ Row House,6,York Centre,"131 Frederick Tisdale Dr, Toronto, ON, Canada","Frederick Tisdale Drive, Downsview, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3K 0A5, Canada",43.73511527646817,-79.47659045,
4331746,STR-2304-HJCPHW,118 William St,,M9N,Single/Semi-detached House,5,York South-Weston,"118 William St, Toronto, ON, Canada","118, William Street, Weston, York South—Weston, York, North York, Toronto, Golden Horseshoe, Ontario, M9N 2Y9, Canada",43.704511762500005,-79.51070055,
4331747,STR-2304-HRJPHX,426 Montrose Ave,2,M6G,Duplex/Triplex/Fourplex,11,University-Rosedale,"426 Montrose Ave, Toronto, ON, Canada","426, Montrose Avenue, Palmerston-Little Italy, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6G 1L6, Canada",43.66112151290323,-79.42030363,
4331748,STR-2304-JGWPHZ,300 Front St W,907,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331749,STR-2304-FMHHHQ,188 Cumberland St,1001,M5R,Condominium,11,University-Rosedale,"188 Cumberland St, Toronto, ON, Canada","Cumberland Street, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 1A8, Canada",43.66995591940939,-79.39269643,
4331750,STR-2304-FVPHHR,55 Bremner Blvd,1503,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
4331751,STR-2304-GLBHHT,198 Robert Hicks Dr,BACKSIDE,M2R,Apartment,6,York Centre,"198 Robert Hicks Dr, Toronto, ON, Canada","198, Robert Hicks Drive, Westminster-Branson, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 5K8, Canada",43.77273246403016,-79.45862661,
4331752,STR-2304-FFRVHP,576 Balliol St,,M4S,Single/Semi-detached House,15,Don Valley West,"576 Balliol St, Toronto, ON, Canada","576, Balliol Street, Mount Pleasant East, Don Valley West, Toronto, Golden Horseshoe, Ontario, M4S 1N2, Canada",43.70096755714286,-79.37908945,
4331753,STR-2304-FMXVHQ,202 Augusta Ave,3,M5T,Apartment,11,University-Rosedale,"202 Augusta Ave, Toronto, ON, Canada","Longboard Living, 202, Augusta Avenue, Kensington Market, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5T 2L6, Canada",43.6544733,-79.4021515,
4331754,STR-2304-HCDVHW,6 Arkley Cres,,M9R,Single/Semi-detached House,2,Etobicoke Centre,"6 Arkley Cres, Toronto, ON, Canada","6, Arkley Crescent, Willowridge-Martingrove-Richview, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9R 2J2, Canada",43.688647621243945,-79.56886075,
4331755,STR-2304-HSRVHY,17 Princess St,,M5A,Townhouse/ Row House,10,Spadina-Fort York,"17 Princess St, Toronto, ON, Canada","17, Princess Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5A 4M8, Canada",43.6485157,-79.3656173,
4331756,STR-2304-FPPHHQ,457 Brock Ave,,M6H,Single/Semi-detached House,9,Davenport,"457 Brock Ave, Toronto, ON, Canada","457, Brock Avenue, Brockton Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 4B1, Canada",43.65530742903226,-79.43745153,
4331757,STR-2304-GFBHHS,100 Wellesley St E,2807,M4Y,Condominium,13,Toronto Centre,"100 Wellesley St E, Toronto, ON, Canada","Plaza 100, 100, Wellesley Street East, Church-Wellesley, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4Y 1H2, Canada",43.6665405,-79.37917059,
4331758,STR-2304-HCVHHW,15 Atkins Ave,,M6K,Single/Semi-detached House,9,Davenport,"15 Atkins Ave, Toronto, ON, Canada","15, Atkins Avenue, Little Portugal, Davenport, Toronto, Golden Horseshoe, Ontario, M6K 3C7, Canada",43.65049555,-79.4350085,
4331759,STR-2304-FGXVHP,208 Queens Quay W,2403,M5J,Condominium,10,Spadina-Fort York,"208 Queens Quay W, Toronto, ON, Canada","Quiznos, 208, Queens Quay West, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2Y5, Canada",43.6399491,-79.3813766,
4331760,STR-2501-HWWSBY,15 Lavinia Ave,,M6S,Single/Semi-detached House,4,Parkdale-High Park,"15 Lavinia Ave, Toronto, ON, Canada","15, Lavinia Avenue, High Park-Swansea, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.644578054545455,-79.47679531,
4331761,STR-2305-GFRVHS,1968B Bloor St W,3,M6P,Townhouse/ Row House,4,Parkdale-High Park,"1968B Bloor St W, Toronto, ON, Canada","Bloor Street West, Stonegate-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 1A9, Canada",43.649421700000005,-79.5021846,
4331762,STR-2305-GMXVHT,23 Monkton Ave,,M8Z,Single/Semi-detached House,3,Etobicoke-Lakeshore,"23 Monkton Ave, Toronto, ON, Canada","23, Monkton Avenue, Stonegate-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 1E9, Canada",43.64362925454545,-79.52159899,
4331763,STR-2305-HLRVHX,300 Front St W,211,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331764,STR-2305-HTXVHY,10 Rednor Rd,,M4C,Single/Semi-detached House,19,Beaches-East York,"10 Rednor Rd, Toronto, ON, Canada","10, Rednor Road, Old East York, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 2Z1, Canada",43.6966739,-79.3189962,
4331765,STR-2305-JCDVHZ,265 Manning Ave,,M6J,Single/Semi-detached House,11,University-Rosedale,"265 Manning Ave, Toronto, ON, Canada","265, Manning Avenue, Trinity-Bellwoods, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6J 1V6, Canada",43.65294645,-79.41146575,
4331766,STR-2305-FHPHHP,103 Gladstone Ave,1,M6J,Duplex/Triplex/Fourplex,9,Davenport,"103 Gladstone Ave, Toronto, ON, Canada","103, Gladstone Avenue, Beaconsfield Village, Davenport, Toronto, Golden Horseshoe, Ontario, M6J 3L2, Canada",43.64571403636364,-79.42808165,
4331767,STR-2305-FYBHHR,300 Front St W,1104,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4331768,STR-2305-HFBHHW,18 Verne Cres,,M1B,Townhouse/ Row House,23,Scarborough North,"18 Verne Cres, Toronto, ON, Canada","18, Verne Crescent, Malvern West, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2W2, Canada",43.79586110588235,-79.2395883,
4331769,STR-2305-HVPHHY,2 Fee Pl,,M5A,Single/Semi-detached House,13,Toronto Centre,"2 Fee Pl, Toronto, ON, Canada","2, Fee Place, Regent Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 1V1, Canada",43.6574757,-79.3583023,
